1001.0	1002.0	2.554536456	0.12364990060053181
1001.0	1003.0	1.903332383	0.138197562099122
1001.0	1004.0	2.22454464	0.10166825475249043
1001.0	1005.0	1.881894635	0.1171243545976469
1001.0	1006.0	2.697326167	0.1745661392658354
1001.0	1007.0	1.966251427	0.13935575237137382
1001.0	1008.0	2.55447737	0.11132719329677117
1001.0	1009.0	2.519969828	0.20491816272520097
1001.0	1010.0	2.713512033	0.1734822526493653
1002.0	1003.0	1.86506244	0.09598631166961513
1002.0	1004.0	2.102239367	0.05304530385396408
1002.0	1005.0	1.674966594	0.0536615045575015
1002.0	1006.0	1.622156837	0.06253695888011437
1002.0	1007.0	1.76557467	0.061182225232558674
1002.0	1008.0	2.085263606	0.07016447702698116
1002.0	1009.0	2.227949148	0.15239023086684664
1002.0	1010.0	2.066311547	0.10259112727078258
1003.0	1004.0	1.881092768	0.07942497707238769
1003.0	1005.0	2.074678468	0.089386004872173
1003.0	1006.0	2.005177669	0.10932779661357021
1003.0	1007.0	2.012306911	0.11671145851572214
1003.0	1008.0	1.962550537	0.09673743927696257
1003.0	1009.0	2.310790074	0.1804641673210786
1003.0	1010.0	1.97421991	0.15028075226941462
1004.0	1005.0	1.856298234	0.06470751752858274
1004.0	1006.0	1.818273556	0.09695709248318361
1004.0	1007.0	1.911679941	0.0905716744857883
1004.0	1008.0	1.618444984	0.06644843248324121
1004.0	1009.0	2.254990107	0.17239579531670424
1004.0	1010.0	2.104989871	0.13365274129998064
1005.0	1006.0	2.047732058	0.08222418908028618
1005.0	1007.0	1.781878062	0.062201626791166094
1005.0	1008.0	2.025236013	0.08420956921613021
1005.0	1009.0	2.088097881	0.14296040657349807
1005.0	1010.0	2.43797454	0.1300557634478726
1006.0	1007.0	1.858177415	0.07898987795740213
1006.0	1008.0	2.034995092	0.09373136635136964
1006.0	1009.0	2.234153901	0.15130649879723632
1006.0	1010.0	1.827816587	0.10149045172088723
1007.0	1008.0	1.835514507	0.0889500798155676
1007.0	1009.0	2.112018157	0.13714227534876858
1007.0	1010.0	2.403691676	0.11210301471213537
1008.0	1009.0	2.45529928	0.20069093878395133
1008.0	1010.0	2.009193659	0.11314473153965932
1009.0	1010.0	2.739282813	0.22122837295265046
